url,locale,type,gsc_reason,gsc_validation_status,desired_index,route_exists,http_status,robots,canonical,canonical_self,hreflang_ok,sitemap_present,internal_inbound_count,ssr_content_ok,redirect_target,action,priority
https://www.finmaphub.com/posts/personalFinance/jeonse-to-home-purchase-cash-needed,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/jeonse-to-home-purchase-cash-needed,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/large-apartment-complex-households-price-stability,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/large-apartment-complex-households-price-stability,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/ltv-dsr-calculator-guide,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/ltv-dsr-calculator-guide,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/monthly-dca-10-year-result,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/monthly-dca-10-year-result,true,true,true,9,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/mortgage-risk-checklist-dsr-variable,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/mortgage-risk-checklist-dsr-variable,true,true,true,7,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/salary-40m-mortgage-limit,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/salary-40m-mortgage-limit,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/salary-50m-dsr-40-loan-limit,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/salary-50m-dsr-40-loan-limit,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/tools/home-buying-budget-calculator,ko,tool,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/tools/home-buying-budget-calculator,true,true,true,10,true,,URL_INSPECTION_RECHECK,P0
https://www.finmaphub.com/en/tools/compound-interest,en,tool,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/tools/compound-interest,true,true,true,25,true,,URL_INSPECTION_RECHECK,P0
https://www.finmaphub.com/en/posts/investingInfo/real-estate-role-in-portfolio-risk-budget,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/real-estate-role-in-portfolio-risk-budget,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/market/real-estate/apt/11680||대치동|풍림아이원2차202동,en,real-estate-apt-detail,Crawled - currently not indexed,접수중,EXPECTED_NOINDEX,true,200_IF_DB_ROW_EXISTS,"noindex,follow + X-Robots-Tag",https://www.finmaphub.com/en/market/real-estate/apt/11680||대치동|풍림아이원2차202동,true,true,false,1,db-dependent,,KEEP_APT_NOINDEX_POLICY,
https://www.finmaphub.com/en/disclaimer,en,static,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/disclaimer,true,true,true,0,true,,URL_INSPECTION_RECHECK,P2
https://www.finmaphub.com/en/posts/personalFinance/personal-finance-3pillars,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/personal-finance-3pillars,true,true,true,14,true,,URL_INSPECTION_RECHECK,P0
https://www.finmaphub.com/en/posts/economicInfo/war-theme-investing-price-chain-not-winners,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/war-theme-investing-price-chain-not-winners,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/economicInfo/geopolitics-to-usd-liquidity-fx,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/geopolitics-to-usd-liquidity-fx,true,true,true,16,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/investingInfo/tnx-basics,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/tnx-basics,true,true,true,32,true,,URL_INSPECTION_RECHECK,P0
https://www.finmaphub.com/en/posts/investingInfo/korea-etf-deep-dive-tnx,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/korea-etf-deep-dive-tnx,true,true,true,4,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/emergency-fund-by-risk,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/emergency-fund-by-risk,true,true,true,15,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/market/real-estate/apt/11170||도원동|삼성래미안,en,real-estate-apt-detail,Crawled - currently not indexed,접수중,EXPECTED_NOINDEX,true,200_IF_DB_ROW_EXISTS,"noindex,follow + X-Robots-Tag",https://www.finmaphub.com/en/market/real-estate/apt/11170||도원동|삼성래미안,true,true,false,1,db-dependent,,KEEP_APT_NOINDEX_POLICY,
https://www.finmaphub.com/en/market/real-estate/apt/11710||잠실동|우성4차?timeframe=month&period=202603&band=all&sido=11,en,real-estate-apt-detail,Crawled - currently not indexed,접수중,EXPECTED_CANONICAL_ALT,true,200_IF_DB_ROW_EXISTS,"noindex,follow + X-Robots-Tag",https://www.finmaphub.com/en/market/real-estate/apt/11710||잠실동|우성4차,false,true,false,0,db-dependent,,KEEP_CANONICAL_ALT_NO_SITEMAP,
https://www.finmaphub.com/en/posts/investingInfo/seoul-gyeonggi-incheon-risk-budget-framework,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/seoul-gyeonggi-incheon-risk-budget-framework,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/investingInfo/usd-krw-weak-won-sector-map-kospi,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/usd-krw-weak-won-sector-map-kospi,true,true,true,13,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/high-rate-debt-vs-invest-threshold-rule,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/high-rate-debt-vs-invest-threshold-rule,true,true,true,13,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/about,ko,static,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/about,true,true,true,1,true,,URL_INSPECTION_RECHECK,P2
https://www.finmaphub.com/en/posts/investingInfo/wti-impact-on-korea-kospi,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/wti-impact-on-korea-kospi,true,true,true,10,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/market/real-estate/apt/41280|덕양구|화정동|옥빛마을(주공)15,ko,real-estate-apt-detail,Crawled - currently not indexed,접수중,EXPECTED_NOINDEX,true,200_IF_DB_ROW_EXISTS,"noindex,follow + X-Robots-Tag",https://www.finmaphub.com/market/real-estate/apt/41280|덕양구|화정동|옥빛마을(주공)15,true,true,false,1,db-dependent,,KEEP_APT_NOINDEX_POLICY,
https://www.finmaphub.com/en/market/real-estate/seoul-top100,en,real-estate-hub,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/market/real-estate/seoul-top100,true,true,true,5,true,,URL_INSPECTION_RECHECK,P2
https://www.finmaphub.com/en/market/real-estate,en,real-estate-hub,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/market/real-estate,true,true,true,53,true,,URL_INSPECTION_RECHECK,P0
https://www.finmaphub.com/en/category/investingInfo,en,category,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/category/investingInfo,true,true,true,1,true,,URL_INSPECTION_RECHECK,P2
https://www.finmaphub.com/en/market/real-estate/apt/11710||석촌동|현대(201),en,real-estate-apt-detail,Crawled - currently not indexed,접수중,EXPECTED_NOINDEX,true,200_IF_DB_ROW_EXISTS,"noindex,follow + X-Robots-Tag",https://www.finmaphub.com/en/market/real-estate/apt/11710||석촌동|현대(201),true,true,false,1,db-dependent,,KEEP_APT_NOINDEX_POLICY,
https://www.finmaphub.com/en/about,en,static,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/about,true,true,true,0,true,,URL_INSPECTION_RECHECK,P2
https://www.finmaphub.com/robots.txt,ko,static-noise,Crawled - currently not indexed,접수중,EXPECTED_NOINDEX,true,200,not-html,,false,n/a,false,0,n/a,,IGNORE_STATIC_NOISE,
https://www.finmaphub.com/en/posts/economicInfo/indicator-basics,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/indicator-basics,true,true,true,2,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/goal-amount-fast-strategy,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/goal-amount-fast-strategy,true,true,true,5,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/investingInfo/indicator-marketinfo,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/indicator-marketinfo,true,true,true,13,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/category/personalFinance,en,category,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/category/personalFinance,true,true,true,1,true,,URL_INSPECTION_RECHECK,P2
https://www.finmaphub.com/en/posts/personalFinance/dca-vs-lumpsum-decision-rules,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/dca-vs-lumpsum-decision-rules,true,true,true,3,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/economicInfo/interest-rate-basics,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/interest-rate-basics,true,true,true,24,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/category/economicInfo,en,category,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/category/economicInfo,true,true,true,1,true,,URL_INSPECTION_RECHECK,P2
https://www.finmaphub.com/market/real-estate/apt/11500||등촌동|대림,ko,real-estate-apt-detail,Crawled - currently not indexed,접수중,EXPECTED_NOINDEX,true,200_IF_DB_ROW_EXISTS,"noindex,follow + X-Robots-Tag",https://www.finmaphub.com/market/real-estate/apt/11500||등촌동|대림,true,true,false,1,db-dependent,,KEEP_APT_NOINDEX_POLICY,
https://www.finmaphub.com/en/posts/personalFinance/rent-jeonse-buy-cashflow-opportunity-cost,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/rent-jeonse-buy-cashflow-opportunity-cost,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/sitemap-pages,en,static,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/sitemap-pages,true,true,true,0,true,,URL_INSPECTION_RECHECK,P2
https://www.finmaphub.com/en/posts/economicInfo/fx-basics,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/fx-basics,true,true,true,27,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/market/real-estate/apt/11710||잠실동|트리지움?timeframe=month&period=202603&band=all&sido=11,ko,real-estate-apt-detail,Crawled - currently not indexed,접수중,EXPECTED_CANONICAL_ALT,true,200_IF_DB_ROW_EXISTS,"noindex,follow + X-Robots-Tag",https://www.finmaphub.com/market/real-estate/apt/11710||잠실동|트리지움,false,true,false,0,db-dependent,,KEEP_CANONICAL_ALT_NO_SITEMAP,
https://www.finmaphub.com/en/posts/investingInfo/bond-etf-duration-drives-returns,en,post,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/bond-etf-duration-drives-returns,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/market/real-estate/gangnam3-top100,ko,real-estate-hub,Crawled - currently not indexed,접수중,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/market/real-estate/gangnam3-top100,true,true,true,1,true,,URL_INSPECTION_RECHECK,P2
